"legal_status","species","site_order","site_info","caretaker","date","dbh","plot_size","latitude","longitude"
"Other","Platanus x hispanica :: Sycamore: London Plane",4,"Sidewalk: Curb side : Cutout","Private",2011-08-17,6,4,37.7990918675768,-122.401235100386
"Other","Olea europaea 'Fruitless' :: Fruitless Olive",1,"Sidewalk: Curb side : Cutout","Private",2016-03-24,3,3,37.8031457701614,-122.410961227909
"Other","Lophostemon confertus :: Brisbane Box",3,"Sidewalk: Curb side : Cutout","Private",2017-02-02,3,3,37.7636598220322,-122.389133734093
"Other","Prunus cerasifera :: Cherry Plum",1,"Sidewalk: Curb side : Cutout","Private",1994-10-08,3,3,37.7286596263816,-122.448936526179
"Other","Tree(s) ::",1,"Sidewalk: Curb side : Cutout","Private",2016-10-05,3,3,37.7258155279415,-122.435898987028
"Other","Lophostemon confertus :: Brisbane Box",1,"Sidewalk: Curb side : Cutout","Private",1981-08-27,16,5,37.7613603931066,-122.448971062605
"Other","Eriobotrya deflexa :: Bronze Loquat",10,"Sidewalk: Curb side : Cutout","DPW for City Agency",2016-02-16,3,3,37.7497627495089,-122.43282423124
"Other","Melaleuca quinquenervia :: Cajeput",4,"Sidewalk: Curb side : Cutout","Private",1997-04-22,3,2,37.7400561799102,-122.400468107084
"Other","Lophostemon confertus :: Brisbane Box",20,"Sidewalk: Curb side : Cutout","Private",1998-12-11,8,3,37.7357266870687,-122.383418119044
"Other","Acer saccharinum :: Silver Maple",1,"Sidewalk: Curb side : Cutout","Private",1973-05-16,12,2,37.7437466655342,-122.40823523705
"Other","Crataegus laevigata :: English Hawthorn",1,"Sidewalk: Curb side : Cutout","Private",2016-01-14,3,3,37.77182785317,-122.440575583218
"Other","Prunus cerasifera :: Cherry Plum",1,"Sidewalk: Curb side : Yard","Private",2004-04-26,4,3,37.7500516488693,-122.471923224775
"Other","Tree(s) ::",1,"Sidewalk: Curb side : Cutout","Private",2016-05-04,3,4,37.7770934310359,-122.419388656004
"Other","Arbutus 'Marina' :: Hybrid Strawberry Tree",2,"Sidewalk: Curb side : Cutout","Private",2010-06-05,3,3,37.7673854141811,-122.435539566136
"Other","Tristaniopsis laurina :: Swamp Myrtle",1,"Sidewalk: Curb side : Cutout","Private",2016-04-28,3,3,37.7961080479024,-122.413529902601
"Other","Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear",4,"Sidewalk: Curb side : Cutout","Private",2015-10-06,3,3,37.7385310737434,-122.389057624952
"Other","Tree(s) ::",3,"Sidewalk: Property side : Cutout","Private",2015-06-02,3,3,37.7362056333855,-122.503692516423
"Other","Ulmus parvifolia :: Chinese Elm",6,"Sidewalk: Curb side : Cutout","Private",2011-04-10,3,3,37.7781355917554,-122.434667698155
"Other","Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry",9,"Sidewalk: Curb side : Cutout","Rec/Park",2006-03-15,3,3,37.7842509000301,-122.434609297971
"Other","Phoenix canariensis :: Canary Island Date Palm",6,"Median : Cutout","Port",1994-07-15,12,3,37.7806887314792,-122.388745782008
"Other","Platanus x hispanica 'Yarwood' :: Yarwood Sycamore",3,"Sidewalk: Curb side : Cutout","Private",2014-04-11,20,3,37.7687556461675,-122.422203660432
"Other","Agonis flexuosa :: Peppermint Willow",3,"Sidewalk: Curb side : Cutout","Private",2013-03-15,3,3,37.7453386886112,-122.418830426928
"Other","Arbutus 'Marina' :: Hybrid Strawberry Tree",4,"Sidewalk: Curb side : Cutout","Private",2011-04-21,3,3,37.7198180140809,-122.408411114692
"Other","Arbutus 'Marina' :: Hybrid Strawberry Tree",1,"Sidewalk: Curb side : Cutout","Private",2012-06-14,4,3,37.7667720917659,-122.425115731153
"Other","Arbutus 'Marina' :: Hybrid Strawberry Tree",5,"Sidewalk: Curb side : Cutout","Private",2015-01-06,3,3,37.7282773557004,-122.411538639849
"Other","Arbutus 'Marina' :: Hybrid Strawberry Tree",11,"Sidewalk: Curb side : Cutout","PUC",2008-01-18,3,3,37.7268427672434,-122.471941747662
"Other","Pyrus kawakamii :: Evergreen Pear",1,"Sidewalk: Curb side : Cutout","Private",1990-01-31,18,3,37.7705521343685,-122.44395792635
"Other","Acer rubrum :: Red Maple",1,"Sidewalk: Curb side : Cutout","Private",1996-03-08,3,3,37.7282477209308,-122.403943025563
"Other","Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry",6,"Sidewalk: Curb side : Cutout","Private",2014-12-30,3,3,37.7857587403195,-122.487591667787
"Other","Pyrus kawakamii :: Evergreen Pear",1,"Sidewalk: Curb side : Cutout","Private",2007-12-14,3,3,37.7778739709463,-122.430752525918
"Other","Lophostemon confertus :: Brisbane Box",2,"Sidewalk: Curb side : Cutout","Private",2017-11-03,3,3,37.7691996810398,-122.403473604048
"Other","Eriobotrya deflexa :: Bronze Loquat",2,"Sidewalk: Curb side : Cutout","Private",1998-06-29,3,3,37.7620601307471,-122.416546187971
"Other","Arbutus 'Marina' :: Hybrid Strawberry Tree",1,"Sidewalk: Curb side : Cutout","Private",2018-05-15,3,3,37.7382885158105,-122.495621472041
"Other","Arbutus 'Marina' :: Hybrid Strawberry Tree",6,"Median : Cutout","Private",2011-10-14,30,15,37.7258701708071,-122.458022688068
"Other","Pyrus kawakamii :: Evergreen Pear",1,"Sidewalk: Curb side : Cutout","Private",1994-08-13,12,3,37.7934429258981,-122.420339559376
"Other","Maytenus boaria :: Mayten",1,"Sidewalk: Curb side : Cutout","Private",1983-09-10,6,3,37.7555674144342,-122.415391382128
"Other","Acer rubrum :: Red Maple",3,"Sidewalk: Curb side : Cutout","Private",2017-04-05,3,2.5,37.7796659253507,-122.403440753721
"Other","Pittosporum undulatum :: Victorian Box",1,"Sidewalk: Curb side : Cutout","Private",1983-09-10,5,3,37.7554993708733,-122.415370190294
